review_text,dealership_name,label
"Staff isnÂt cooperative at all.
You wonÂt feel happy & satisfied at this place dealing",HONDA Gateway,0
Excellent point to maintain your honda,HONDA Point,1
Nice place for all matters about Suzuki cars,Suzuki Khalid Motors (Link Ferozpur),1
0 % performence,HONDA RingRoad,0
I have been asking for gear oil since i purchased my car in 2020 but they don't have any and i don't know when will I be able to get it. Service is ok btw.,Suzuki Sethi Motors (Town Morr),0
No one picks your call,HONDA Township,0
"Pathetic service. Thugs and looters. Destroyed AC of my new car,  delayed stuff for 6 months till my insurance expired then gave me a plan of Rs 100 000 to fix it. And cherry on the cake, ""chori with sina zori""",Suzuki Adil Zafar Motors,0
An authorized dealership of Paksuzuki motors company serving the city in sales service and spareparts as well as used car exchange.,Suzuki Khalid Motors (Link Ferozpur),1
Dangerous area,HONDA RingRoad,0
Great works very satisfied performance than othrr Suzuki dealerships and the big thing is rates are reasonable and less than others.,Suzuki Mini Motors (Gulberg 3),1
"They sell cars only at OWN money. They always refuse booking a car by saying ""our quota is finished""",Suzuki Adil Zafar Motors,0
Very good,Suzuki Raiwind Motors (Raiwind Rd),1
Very worst place ever visited. I will recommend people to not visit this place. Sethi motors or mini motors much much much better then them.,Suzuki Khalid Motors (Link Ferozpur),0
Good honda center you can purchase the new brand honda cars from here,HONDA Township,1
Great service great experience,Suzuki Sethi Motors (Town Morr),1
"""I had a very disappointing experience with this workshop. The customer service was extremely poor, and the staff were rude and unprofessional. If you value your time, money, and car, I would strongly advise against visiting this place.""",Suzuki Raiwind Motors (Raiwind Rd),0
"Best Honda workshop, excellent mechanic and workforce",HONDA Township,1
Their lighting is terrible in the workshops.  ,Suzuki Raiwind Motors (Raiwind Rd),0
Organized and good service center staff is professional part's and accessories prices are on higher side compared with others dealt in genuine part's,HONDA Point,1
very poor service..and management motive is just to earn money not work to client satisfaction...,Suzuki Sethi Motors (Town Morr),0
Always good,Suzuki Raiwind Motors (Raiwind Rd),1
Good service so far. But a bit expensive,HONDA Township,1
Ac not working in the waiting room,Suzuki Raiwind Motors (Raiwind Rd),0
"Good professional people, all things under one roof...",Suzuki Mini Motors (Gulberg 3),1
Lazy staff and very technical service issues like air compressor is out of order and printer is out of order in body and paint shop.,HONDA Point,1
poor service,HONDA Point,0
Very bad Service n not customer care,HONDA Gateway,0
Managerial Staff is extremely non professional. They only give you expensive solitions. Paint and body shop managerial staff is least concerned about making customers.,Suzuki Mini Motors (Gulberg 3),0
Staff has no technical knowledge and periodic maintenance knowledge.  ,Suzuki Raiwind Motors (Raiwind Rd),0
Poor value of money.  Lack in customer service,HONDA Gateway,0
Very good staff,HONDA Point,1
Good workshop,HONDA Point,1
Good service,HONDA Gateway,1
"It is good place to have maintenance of your honda Car.Staff is professional and well trained.
This place should be open on sunday as well so the people who are doing job should be able to manage their car maintenance in their off days",HONDA Gateway,1
"On my last visit 3 days ago, the sale  person (arslan) who was dealing me dodged with me. He asked me to do those works that are not required by my new car at this time. Secondly, he charged me the most expensive engine oil without",Suzuki Khalid Motors (Link Ferozpur),0
"I went here for a repair for my car. The repair work itself was fine but the customer support staff were not professional and made me wait for an eternity whether it be getting an estimate for the damage to after the work was done and the invoice was to be paid. All in all it was an ok experience due to the quality of the repair work. Other than that, the customer support staff need to be professional and better trained on how to deal with customers.",Suzuki Sethi Motors (Town Morr),0
Perfect location,HONDA Township,1
Sales services and part's,Suzuki Adil Zafar Motors,1
Good workshop,HONDA Township,1
Excellent and wonderful,HONDA Point,1
They usually do charge more than the market for the services they provide and if you dont have an insured car and you are going for repairment  of your dented car they will charge allmost thrice of the market rate.,Suzuki Khalid Motors (Link Ferozpur),0
Best experience,HONDA Township,1
"This place is fabulous! I found them honest & helpful. From service to quality and total ease of the process, this place has it all. Very nice customer service.",Suzuki Sethi Motors (Town Morr),1
Had a very good experience of buying a car with very friendly and professional staff.,HONDA RingRoad,1
Nice workshop,HONDA Fort,1
"This Suzuki show room has lunch break of 1 to 2. Even if you go for oil change at 12.30 , they keep you waiting till 2 pm even for this minor work. Suzuki needs to improve this. It wastes a lot of time of people going there. The workers there can split their lunch break and can divide this break between two shifts. But stopping work for almost 1 hour 30 minutes wastes a lot of time. Many people don't opt Suzuki workshops due to this.",Suzuki Sethi Motors (Town Morr),0
"Well experienced staff and quality work, both at same place",HONDA Fort,1
It was nice visiting there. Staff was cooperative and the rate you get from there is the cheapest as compared to Suzki distributors.,Suzuki Khalid Motors (Link Ferozpur),1
"It's a nice place, staff is very cooperative.",Suzuki Adil Zafar Motors,1
Assallamualaikum.wr bhai is showroom ka contact no kisi k pass tu de dain jo no inhon ne dia hai net per wo band hai .,HONDA Point,0
"Useless customer service and they will never pick your call no matter how much u try. They ask too much On Pay money compared to other showrooms. They were asking Rs.150,000 On Pay on Suzuki Swift Automatic while all other showrooms kept their rate at Rs.100,000 plus minus.",Suzuki Sethi Motors (Town Morr),0
Very expansive,HONDA Fort,0
Most memorable place and cooperative place,HONDA Township,1
too much expensive,Suzuki Raiwind Motors (Raiwind Rd),0
"Huge establishment centrally located in the city. Sales, Service and Spare parts are available. Heavy rush on Weekends. Nice, friendly and cooperative staff",Suzuki Sethi Motors (Town Morr),1
So good    ,Suzuki Raiwind Motors (Raiwind Rd),1
"The  company dont provide mask  to visitors .. even with so much big setup.. thy are chwal .. dont let enter people
Poor facilites.. Aik airbag tu 26lac ki car mei de nai sakay.. ye mask dein gey",HONDA Township,0
Like always a satisfied customer. Salman guy here is really experienced and intelligent,HONDA Gateway,1
Very good experience because I have purchased new car alto vxr also very good service,Suzuki Khalid Motors (Link Ferozpur),1
The show room is really nice and the design of showroom Building is also very nice.,HONDA Point,1
"One of the most pethaic place,  where the workers can steal the original parts from the cars and sale to the same customer or some other when visit for car service. The same happened to me 3 times. Its owner mistake who hired such type of worker, who steal the small things from the cars.  I strongly not recommend anyone to go there.
Most disappointing service of sethi motor kalma chowk.",Suzuki Sethi Motors (Town Morr),0
Very good after sales service. Humble staff. Will definitely come back.,Suzuki Sethi Motors (Town Morr),1
Professional staff and Quick service .Though little expensive then market,Suzuki Mini Motors (Gulberg 3),0
Nice Experience but costly (not only service but parts too).... recently cost have really soared for oil changes even. Warranty recalls are also difficult to get approved. Still one of the best Honda dealership in town,HONDA Fort,0
"Denting and painting department of Khalid Motors is very Disappointed
Specially Mr.Zeshan head of painting department is very disappointing .
The boy junaid assistant of paint department is  also very disappointing .
Don't go there for paint & denting purpose.",Suzuki Khalid Motors (Link Ferozpur),0
Big show room and work shop good service's,Suzuki Khalid Motors (Link Ferozpur),1
Good customer service,Suzuki Khalid Motors (Link Ferozpur),1
Suzuki khalid motors is authorized dealers from suzuki motor company they provide genuine parts service maintenance denting penting and many more they deal in used and new cars. We,Suzuki Khalid Motors (Link Ferozpur),1
"Wonderful place, great experience.",HONDA Point,1
Not recommended.,Suzuki Raiwind Motors (Raiwind Rd),0
Bad service. Maintenance level not good. Mechanics buy parts from their stores in cheap and sell it on high price without providing any invoice.,Suzuki Mini Motors (Gulberg 3),0
"Poor staff cordination
Customer fully unattended.",HONDA Gateway,0
Staff is good. Not well managed. You have to wait  even for inspection.,Suzuki Adil Zafar Motors,1
Car maintenance work is good,HONDA Township,1
"Great experience, Easy to access through Ring road and Amazing customer service. Thanks HRR Team",HONDA RingRoad,1
"My Suzuki alto 2020 has missing problem since one month, but Suzuki mini motors technical staff did not diagnose the problem till now. very very cheap service and staff....My new car khrab krr dii begarton nae.... I have complete evidence of inefficient technical staff ......pls do not go suzuki mini motors...not recomended",Suzuki Mini Motors (Gulberg 3),0
I've always been satisfied with their service. My brother and I both own a Honda and have always gone here. Their bodywork guy/denter is amazing.,HONDA Point,1
"Near to main road, parking facility outside showroom. Generally good reputation",Suzuki Khalid Motors (Link Ferozpur),1
Nothing special,HONDA Gateway,0
Very nice staff and service.,HONDA Gateway,1
"Good services, courteous staff",HONDA Gateway,1
Very expensive but good service,Suzuki Raiwind Motors (Raiwind Rd),0
One of the best honda service center in Lahore,HONDA Township,1
Poor management. Staff is not technical. Overall bad experience!,Suzuki Raiwind Motors (Raiwind Rd),0
Friendly people there they guide you for the best choice,Suzuki Khalid Motors (Link Ferozpur),1
"There estimate is very high and not acceptable, better to work from outside",HONDA Point,0
You can book and buy all Suzuki vehicals from this place. All the employees are very nice and co-operative here.,Suzuki Khalid Motors (Link Ferozpur),1
It comes below my exceptation.They dont fulfill there comitment.i face very trouble i never recomand to any other person.The staff is not loyal with there work and client.,HONDA Township,0
Only dealer ship thats why its need to be visited otherwise no good display no good salesman ship,HONDA Fort,0
"For the very first inspection, I have to request for every work written in the check list. Not suitable for first and second free inspection. Their foreman is there for promoting their business and asks working parts to change at highest prices. It's better to get your car tunned here but for buying parts, you have to look other options as prices are too high. Looting customers in every possible way. Strongly discouraged to visit",Suzuki Mini Motors (Gulberg 3),0
Amazing experience operative staff ,HONDA Township,1
Need too much improvements,HONDA Fort,0
"Very Bad and Pathetic Experience. Would not recommend anyone going there.

Went to Suzuki Mini Motors another branch named Suzuki Pine Avenue Motors.

Went there and got x2 cars booked Alto VXR on different names and different bank drafts. But they called us back after few days that our booking has been withdrawn as suzuki believes that we are investors. They even charged us the insurance fee for both cars as according to their new policy they will charge insurance fee i.e. 2% of invoice price just to avoid investors.",Suzuki Mini Motors (Gulberg 3),0
All services of Suzuki vehicles under One roof. Nice sitting place for customers..Prayer Are and led in sitting room,Suzuki Sethi Motors (Town Morr),1
"Excellent service, workmanship and dealing is very decent and professional attitude.",Suzuki Mini Motors (Gulberg 3),1
Hate this location that is carapt mafia,HONDA Township,0
Insurance claim services is still bad,HONDA Gateway,0
Good display.sale staff was efficient and cooperative but not well informed.,Suzuki Sethi Motors (Town Morr),1
Prices of services were too High,HONDA Point,0
"This is a Nice and beautiful ShowRoom... But Huge traffice you have to face to reach there... it is easy to reach for people approching from within the city. But its very difficult to reach there for people coming from districts like Faisalabad, Sheikhupura and Gujranwala as people have to cross whole city to reach there. But its true that they have better staff and trusty owner.",Suzuki Mini Motors (Gulberg 3),1
"Nice ambience.
Professional approch.",HONDA RingRoad,1
Absolutely nice experience all are sophisticated well mannered and skilled mechanics/ technicians,HONDA Point,1
It was first and good experience,HONDA Fort,1
"Had car tuned and oil changed, nice guys. Comfortable customer lounge, separate for both men and women!",Suzuki Mini Motors (Gulberg 3),1
Extremely poor services with very rude behavior of staff. Will never visit again,Suzuki Mini Motors (Gulberg 3),0
Good service.. polite and cooperative staff... Complete their tasks on time.!,Suzuki Khalid Motors (Link Ferozpur),1
"Service is good, repairing tools are enough, you  have to pay only 350 formally to the workshop while leaving. other expenses would have to be paid to the mechanics behind the door how much they want.",Suzuki Sethi Motors (Town Morr),1
"Honda ring road services are just pathetic, may it be professionalism, guiding customer about problem, on time delivery, everything is doubtful. manipulation of records is practice here. Would not recommend to anyone",HONDA RingRoad,0
Amazing service and very well organised.  . Being a woman I was catered to very well . .and without any fraud . Excellent,Suzuki Sethi Motors (Town Morr),1
nice service but very busy place,Suzuki Sethi Motors (Town Morr),1
"Gd gob
Great work
Fast service",HONDA Point,1
"Good place to service your Honda cars. They have all the services... repairs, service, spare parts, painting etc.",HONDA Point,1
"Its 3S Suzuki Showroom. 3S stands for ""Sales, Service & Spare Parts""....... Its professionally being run by Mr. Khalid Sethi who is brother of Khawar Sethi, the owner of ""Sethi Motors"" another 3S showroom in Lahore. So one can say  Suzuki Khalid Motors is being professionally run by a professional family who has their family business.....",Suzuki Khalid Motors (Link Ferozpur),1
It's suitable place due to its complete after sale service solution.,Suzuki Mini Motors (Gulberg 3),1
"FFI in only 16 minutes.
Great service",Suzuki Mini Motors (Gulberg 3),1
"Very nice and neat premises, staff is cooperating too.
Workshop is neat, supervisors are attentive, whereas technicians though trained, but are a little skippy.
My overall experience of workshop is good and satisfactory.
??Honda Motors company unfairly give lengthy booking dates. Which is against honesty and a mark of shame on Honda.
There are no floor mats in new cars, not even the engine protective plastic sheild. These are very cheap items and should be provided with new car as compliment.
Honda is always copycat in terms of design and innovation as compared to Toyota, which is far batter in design and innovation.
Honda Pakistan is 5 to 7 years behind international market of Honda. Vehicles lack security and sensory features compared to same model in other countries. Whereas prices are higher comparing to Hondas' other Asian markets.
Honda Pakistan is not customer friendly and is not faithful to Pakistan and its citizens. Please check Honda vehicles price and features comparison in Asian countries vs Pakistan.
GovernmentÂs negligence too facilitates the manipulative manufacturers, rather than the citizens.",HONDA Gateway,1
Having very bad experience. No one going to listen you.for service etc..pathatic service,Suzuki Khalid Motors (Link Ferozpur),0
Nice show room,HONDA Point,1
Pathetic booking staff. Simply liars. They don't value commitment and customer support. Bunch of third rated class. Government is helping them to loot people.,HONDA Point,0
Normally they provide okay services. But one time they installed defective product and I had to waste my time arguing with the management to get a refund.,HONDA Point,0
"Yes today i visted sethi motors, feroze pur road. I was given good protocol  and all technical as well as supervisors treated me well.i am very satisfied with their work. Thanks sethi motors",Suzuki Sethi Motors (Town Morr),1
"Felt similar to visiting a govt office. Lethargy , politics , unprofessional attitude all around. A place frozen in time with a mindset of 30 years ago",Suzuki Mini Motors (Gulberg 3),0
Extremly poor service from there staff specially Shahid Sb. Not even a logo was installed of my car after getting repaired. Pathetic quality of paint and service by suzuki raiwind motors and when i called him after 5 days to get my car as  ,Suzuki Raiwind Motors (Raiwind Rd),0
Good and cooprative staff,HONDA Fort,1
Not much satisfied with service. Non professional behavior,HONDA RingRoad,0
Very Bad Experience!! Staff is not cooperative. Their employees and sales manager aren't cooperating with us. I'll never recommend honda to anyone. They just waisted my time.,HONDA RingRoad,0
Great Service and highly recommended,Suzuki Raiwind Motors (Raiwind Rd),1
"Poor diagnostic service.
Unprofessional approach
Normal repair takes several visits .
Change other parts instead of faulty ..might to make money ....if C is faulty....they change A then B and then C ...
Although tea and coffee is self service and unlimited",HONDA Township,0
"How they are good in service ? even they are not picking up phone ? Worse service ever, and misguide you.",Suzuki Raiwind Motors (Raiwind Rd),0
Very good staff always ready to help u.,Suzuki Khalid Motors (Link Ferozpur),1
This is not best service and not clear a complain then better mini motor best service in providing,Suzuki Sethi Motors (Town Morr),0
"Purchased two GS 150 SE from this showroom. The team is very cooperative, understanding and the Bikes were great. The showroom is really big and they sell both cars and bikes.",Suzuki Khalid Motors (Link Ferozpur),1
Excellent services. Love the staff specially manager Mr. Subhan,Suzuki Mini Motors (Gulberg 3),1
Good service,HONDA Point,1
Very professional staff with good techniques and skills,Suzuki Mini Motors (Gulberg 3),1
"Excellent place for buying a new car!
They have good staff for dealing!",Suzuki Mini Motors (Gulberg 3),1
Best Car technical services place where you are properly guided by staff about your vehicle and you get experienced mechanics,Suzuki Khalid Motors (Link Ferozpur),1
"Had a very loyality diverting experience, this is not for what you go to 3s dealership so they can lie to you just to make some money, this is what road side mechanics do.
I own a 05 baleno, and am a regular customer of Suzuki Samanabad motors but this time I wanted to get my car checked with scanner that they didn't had so they asked me to check this one (Suzuki Khalid motors) when I reached here I explicitly asked from person who did registration to mechanic that will this tuning have a scanner check and they kept saying they will have it scanned at the end of remaining work and at end they simply called an old guy, not so cooperative, who said they don't have scanner for this model. and instead of apologising or doing something, he was continuously trying to blame it on me by making excuses like no one no more have scanner for these. Though other people in market have it.
Piece of advice:- don't ever go to Khalid motors, you go at these places for peace of mind,which you won't get here, if you have to keep at check on everything better do it from road side mechanic for 1/3 of price.",Suzuki Khalid Motors (Link Ferozpur),1
Very busy work shop but good staff,Suzuki Khalid Motors (Link Ferozpur),0
Excellent customer service...,HONDA Fort,1
Solution of all problems related to your Honda car are available under single roof!,HONDA Fort,1
"They do not want to work
Very casual staff
They are boss",HONDA Point,0
Sale Manager Samar sab is very good Person,HONDA Township,1
"Staff is very very cheap specially the mechanics and guards demanding money for tea ( chay,  panie) which is very bad if customer denied to pay they put there work in waiting hours which bad manners and bad attitude..!! Higher management should take notice ..!!",Suzuki Mini Motors (Gulberg 3),0
"Very good services , especially staff is very cooperative and caring",Suzuki Khalid Motors (Link Ferozpur),1
"Suzuki Sethi Motors, proud to be among the leading authorized 3S dealerships of Pak Suzuki. We provide complete set of automobile solutions under one roof.
Car Dealership ? Automotive Repair Shop ? Automotive Parts Store",Suzuki Sethi Motors (Town Morr),1
Very Expensive,HONDA Township,0
NOt recommended,Suzuki Raiwind Motors (Raiwind Rd),0
"Staff attitude is very good
Waiting time is not too much
Affordable",Suzuki Mini Motors (Gulberg 3),1
"The salesman was very well-coming and clearly explained about the product inquired about. Also brochure was available which proved very helpful in my purchase process.

However they need to improve after sales services.",Suzuki Khalid Motors (Link Ferozpur),1
Staff was cooperative and informative. If driver shows interest in learning they guide you properly and make sure that customer is satisfied. Recommend indeed,Suzuki Adil Zafar Motors,1
Good service,HONDA Fort,1
One of the best car dealers in Lahore. With facilities of car maintenance,Suzuki Mini Motors (Gulberg 3),1
Quality but over pricing,HONDA Fort,0
Staff need training on professionalism. Abusive language,HONDA Point,0
Nice experience,HONDA Gateway,1
"Good staff, cooperative people",HONDA Gateway,1
Good people nice reception,HONDA Fort,1
Nice dealership for Honda lovers,HONDA Township,1
Big & beautiful showroom is situated in Multan road & service also so good,Suzuki Adil Zafar Motors,1
Location is a bit odd....but otherwise Products and SERVICE IS EXCELLENT.,Suzuki Mini Motors (Gulberg 3),1
Nice place nice staff,Suzuki Raiwind Motors (Raiwind Rd),1
Buy new car and workshop,Suzuki Raiwind Motors (Raiwind Rd),1
Good service level,HONDA Point,1
"When I visited and got that package, that was disappointing...",Suzuki Raiwind Motors (Raiwind Rd),0
Services was not good staff was not cooperative lack of technical skill. They are treating like local mechanic,HONDA Point,0
Very good behavious of all technical Staff,Suzuki Raiwind Motors (Raiwind Rd),1
Very professional service. Recommended for anyone who does not have the time or knowledge to deal with mechanics in the market.,Suzuki Sethi Motors (Town Morr),1
"Very bad experience
Untrained staff. No Knowledge about cars. Just focus on parts sale so be careful about",Suzuki Sethi Motors (Town Morr),0
The location of the showroom is the worst. Its under a flyover bridge right next to a railway track where theres a single lane road which is overly crowded. You just fear of scratching  your new car when you get out of there. Better select a different showroom.,Suzuki Mini Motors (Gulberg 3),0
"Terrible sales service, one can only imagine what their after sales service must be like ? I blame the owner who doesn?? invest in human capital development. Shame on the owner just interested in selling. No vision no wonder they are terrible at doing business and competing with the rest of the world",Suzuki Sethi Motors (Town Morr),0
I have a good experience with Honda point because it has reasonable prices and staff was polite,HONDA Point,1
Fantastic but little bit traffic,HONDA Point,1
Their staff is Amazing!!,Suzuki Khalid Motors (Link Ferozpur),1
"Hope they will give me delivery on time, feeling they are chagring me high own then other show rooms. (double)",Suzuki Sethi Motors (Town Morr),1
"The prices are much higher so keep your pockets heavy. And they don't have parts especially for old cars.
And good atmosphere for ladies...",Suzuki Sethi Motors (Town Morr),1
New Vehicles are there for sale,Suzuki Raiwind Motors (Raiwind Rd),1
"very poor performance
your engineer's are very crupt
I can't imagine
suzuki mehran is 2 #car",Suzuki Khalid Motors (Link Ferozpur),0
"Professional service, courteous staff and technically competent. Plus a well equipped workshop.",HONDA RingRoad,1
It's a good showroom but marketing staff is never in mood to show you around a car or offer a test drive.,Suzuki Khalid Motors (Link Ferozpur),0
Not providing Honda spare parts to outsiders except to the one who's getting it's work done over the,HONDA Gateway,0
Best Suzuki motor vehicle repair workshop.,Suzuki Mini Motors (Gulberg 3),1
"Good service, satisfied. After the  electronic tune up mileage improved from 12 km in the city to 15 km..
Motorway near 18 km. More power and quick pick.
Today 2/4/22
Took a long time to change headlight tube, that too after follow up.
Cars need to be timed in and out, service levels fixed for each job. Review by service manager to arrive at efficency levels.
Store was out of fish bulbs???
Also for car horns, no brackets, they told me they get their parts from bilal gunj, car parts second hand market.
Not what you expect of a Honda car dealer.
Is the engine oil recycled too?",HONDA Gateway,1
Good services for Suzuki Cars. With professional workers,Suzuki Khalid Motors (Link Ferozpur),1
Good work and good people,HONDA Fort,1
"Services are poor, customer guidance is not too good",HONDA Gateway,0
"The building is not air conditioned, customer service is nonexistent. Would recommend to anyone.",Suzuki Sethi Motors (Town Morr),0
Very good customer service. I've experienced Honda and Toyota dealerships too and Suzuki Sethi Motors is much better in every aspect.,Suzuki Sethi Motors (Town Morr),1
"Honda Gateway is grate their workers and every thing
but there service was slow",HONDA Gateway,1
Bike service worst experience,Suzuki Mini Motors (Gulberg 3),0
Good customer support and well maintained.,Suzuki Adil Zafar Motors,1
Service is very poor,HONDA Fort,0
Competitively better team.,HONDA Gateway,1
Excellent service. Got my brakes fixed.,Suzuki Mini Motors (Gulberg 3),1
"I went to the workshop, good service, professional people, a bit expensive and take a lot of time due to high traffic volume",Suzuki Sethi Motors (Town Morr),1
Very expensive.,HONDA Fort,0
ExcellentÃ place for the repair work of suzuki,Suzuki Raiwind Motors (Raiwind Rd),1
I have reservation about their customer service. The sale persons don't answer your calls and messages . And don't even call back.,HONDA Gateway,0
Staff is friendly and cooperative. They provide efficient and prompt service.,Suzuki Adil Zafar Motors,1
