review_text,dealership_name,label
Quality Services provided by Suzuki Company with only Genuine spare parts.,Suzuki Sethi Motors (Town Morr),1
They didn't even have a meter to check the air.,HONDA Gateway,0
Good service and good staff,HONDA Gateway,1
Good work and good people,HONDA Fort,1
Had my seat covers changed and the experience was great.,HONDA Point,1
So good    ,Suzuki Raiwind Motors (Raiwind Rd),1
"Its better to get your oil changed/ tuning done/ parts replaced from an authorized dealer. Contrary to poular belief, they are not overpriced. However, unlike the mechanics, they do have a good quality of service. Suzuki Mini is all good.",Suzuki Mini Motors (Gulberg 3),1
"Went there for Oil Change
I found Best Service and honest staff",Suzuki Sethi Motors (Town Morr),1
Best Car technical services place where you are properly guided by staff about your vehicle and you get experienced mechanics,Suzuki Khalid Motors (Link Ferozpur),1
A very good place very good service provider workshop is very well equipped  I go to sells department they are not welcome so I don't like it they don't bother if they see you are only hear for estimate of your car or ur mot gone buy today  so I specifically recommend thier workshop and body shop  very good staff and supervisor,Suzuki Mini Motors (Gulberg 3),1
"Honda ring road services are just pathetic, may it be professionalism, guiding customer about problem, on time delivery, everything is doubtful. manipulation of records is practice here. Would not recommend to anyone",HONDA RingRoad,0
I found it the best Honda point as compared to others like Samnabad.,HONDA Township,1
Very bad experience,Suzuki Khalid Motors (Link Ferozpur),0
Good service,HONDA Gateway,1
It comes below my exceptation.They dont fulfill there comitment.i face very trouble i never recomand to any other person.The staff is not loyal with there work and client.,HONDA Township,0
They are very cool because they let us sit in their lawnÃ°ÂÂÂ  ,Suzuki Raiwind Motors (Raiwind Rd),1
Very expensive and they always asks customers to get parts replaced instead of solving the issues.,HONDA Point,0
Nice,Suzuki Raiwind Motors (Raiwind Rd),1
"Sethi motors is big fraud and thug , dont know how to make suzuki engine - very very poor service and charge against everything - in just 2 months my car engine seized after being made by them .. will going to sue them so that they dont even think about to do the same with anyone",Suzuki Sethi Motors (Town Morr),0
Little expensive but services are fine,Suzuki Adil Zafar Motors,0
"Very poor people, I visited and they forced for their kind of a package for wheel alignment,  balancing etc. My cultus was total out of balance bubling, whenever stop on signal the ignition used to stop, before their all this package the",Suzuki Khalid Motors (Link Ferozpur),0
The experience is not seamless. Noisy environment no proper cabins for staff and sitting.,HONDA RingRoad,0
Soo expensive ? Â,HONDA Gateway,0
Never go to their 1st floor for service here they dont pay attention,Suzuki Raiwind Motors (Raiwind Rd),0
"Very expensive services, I have been over charged two times. Everytime they try to find out a new fault.... Be careful and deal intelligently while making a visit their....",Suzuki Sethi Motors (Town Morr),0
"Great Experience to Visit HONDA Ring Road, All Departments were Well Organized.",HONDA RingRoad,1
Fast service,HONDA Gateway,1
Adil Zafar motors is show room and workshop  of Pak Suzuki motors.  Work quality  is good. Honest staff and rates are reasonable.,Suzuki Adil Zafar Motors,1
"I have been there several times for regular maintainance and repairs. Everytime the ecperience is kind of neutral.

Labour/staff is not cooperative as compared to Sethi Motors and Ali jan motors.

The system here is less organized and i dont know why the body language of labour make you feel that they are scamming somewhere. Like today, i went there to get the ""Right axle"" checked and after road test he said that the whole part (axle) needs to be replaced. His body language was like he was lying. Then i asked him if i can buy the part from general auto parts shops and not from suzuki then he started whispering with other mechanics and finally he said you can bring yourself and we will install it.

Then he again said, ""you have to get it machined yourself too""

Means he discouraged  me to buy part of my own.

The behaviours were disappointing in short.

Not a customer friendly environment.

At last, i decided not to get it repaired at Adil Zafar motors.

I recommend Sethi Motors, Ferozepur road.",Suzuki Adil Zafar Motors,0
0 % performence,HONDA RingRoad,0
cheap management. cheap service.,HONDA Point,0
Ok ok,Suzuki Raiwind Motors (Raiwind Rd),0
Had problem with wrongly quoted prices plus bought a new car with most of the nuts/fender/bonnet out of alignment. Break time from 1 pm to 2 pm. It's a okay place to go too not too customer oriented. If you're in for checkup you have to accompany your car or else risk not so good servicing as the foreman is always in a hurry.,Suzuki Khalid Motors (Link Ferozpur),0
Honda Point is one of the worst car dealerships you will find in Lahore.Staff is rude and abusive.From sales person to the manager no one takes responsibility. Worst experience ever and its not the first time two times in four years.,HONDA Point,0
Poor customer services! Highly expensive spare parts.,HONDA Point,0
Very cooperative and skilled staff. Neat and clean. Great work,HONDA Township,1
"Good staff, cooperative people",HONDA Gateway,1
Pathetic services till now .. they gave me a faulty car...esp system is malfunctioning and they are unable to resolve that issue... Now they are not responding to my calls even...,Suzuki Raiwind Motors (Raiwind Rd),0
Very nice and courteous staff. Expensive yet good service,HONDA RingRoad,1
I have been asking for gear oil since i purchased my car in 2020 but they don't have any and i don't know when will I be able to get it. Service is ok btw.,Suzuki Sethi Motors (Town Morr),0
Very good,Suzuki Raiwind Motors (Raiwind Rd),1
Very good staff always ready to help u.,Suzuki Khalid Motors (Link Ferozpur),1
Very bad,HONDA Fort,0
Better than few others,Suzuki Mini Motors (Gulberg 3),1
"My favourite place for car maintenance & repairs. Cooperative staff, reasonable pricing, waiting room, toilets & refreshments available.",Suzuki Adil Zafar Motors,1
It is amazing. Price is also reasonable. We also provide packages for the service.,Suzuki Raiwind Motors (Raiwind Rd),1
Excellent customer service by Mr. Yasir and Mr. Kashif on purchase of cultus. Both honoured their committement on time with efficient dealings.,Suzuki Mini Motors (Gulberg 3),1
"Good service, satisfied. After the  electronic tune up mileage improved from 12 km in the city to 15 km..
Motorway near 18 km. More power and quick pick.
Today 2/4/22
Took a long time to change headlight tube, that too after follow up.
Cars need to be timed in and out, service levels fixed for each job. Review by service manager to arrive at efficency levels.
Store was out of fish bulbs???
Also for car horns, no brackets, they told me they get their parts from bilal gunj, car parts second hand market.
Not what you expect of a Honda car dealer.
Is the engine oil recycled too?",HONDA Gateway,1
Quick service. Slightly expensive. Friendly staff.,Suzuki Raiwind Motors (Raiwind Rd),1
"Good facility on a very busy road, providing 3S services  sale, service & spares. Sales department is quite active and smart in their business.",Suzuki Khalid Motors (Link Ferozpur),1
"They are very good for repair and maintenance of Suzuki vehicles. Their waiting area is big and well maintained so you can wait while work is being done. The only problem is that if it is insurance work, they take too many days. Rest I was satisfied with the work. Payments can he made via credit cards. The shop closed at 6 p.m. so plan your visit accordingly.",Suzuki Sethi Motors (Town Morr),1
"The prices are much higher so keep your pockets heavy. And they don't have parts especially for old cars.
And good atmosphere for ladies...",Suzuki Sethi Motors (Town Morr),1
Very good service and good team work.exilant behavior,Suzuki Adil Zafar Motors,1
Having personal experience. If Honda Ring Road cant afford the salary then dont hire Sales Staff,HONDA RingRoad,0
Not Competent enough to diagnose complex problems with Turbo,HONDA Fort,0
Preferably Better In Service If Compared To Other Suzuki Centres,Suzuki Adil Zafar Motors,1
"Mini motors Gulberg most arrogant and pathetic staff. Believe me if you are calling their office number and they are not attending your call, they simply avoid. Look busy do nothing..  They all are busy with their bloody phones. Avoid to go there..",Suzuki Mini Motors (Gulberg 3),0
Very good service  centre  I visited  there bench of time,Suzuki Sethi Motors (Town Morr),1
Seamless delivery of CIVIC,HONDA Fort,1
Patience because the staff is occupied with too much work,HONDA Gateway,0
Excellent service standards and welcome reception. Good brand with open heart ? services.,HONDA Gateway,1
"On my last visit 3 days ago, the sale  person (arslan) who was dealing me dodged with me. He asked me to do those works that are not required by my new car at this time. Secondly, he charged me the most expensive engine oil without",Suzuki Khalid Motors (Link Ferozpur),0
"Cheaters
I have Visited Suzuki Center For Car AC service They told me to fill Gas once more as older one depleted. I checked another suzuki center the answer was same Then i went to punjab Car A.C he just adjusted the setting and told me No need For Gas, Or A.C service as car was mehran 2018 Model I got surprised on fraudish behaviour of Suzuki centers Staff.",Suzuki Khalid Motors (Link Ferozpur),0
Extremly poor service from there staff specially Shahid Sb. Not even a logo was installed of my car after getting repaired. Pathetic quality of paint and service by suzuki raiwind motors and when i called him after 5 days to get my car as  ,Suzuki Raiwind Motors (Raiwind Rd),0
"Some service are reasonable but some are very expressive so i recommend only checking service , vehicle alignment 500 Rs, engine checking of mehran  with saccner 1000, over all whole car checking and 2000 plus tax is better",Suzuki Mini Motors (Gulberg 3),0
Best services with experienced staff,HONDA Fort,1
"Honda Service center, Recently I have to repair my car but unfortunately they don't have required spare part. So moving forward to need keep good stock qty in hand.",HONDA Gateway,0
"I have had a dreadful experience with Honda. I booked a Honda Civic on 25-January 2022 from Honda Ring Road Lahore. Before I booked, the salesperson insisted that if I placed a booking in January, I would receive it in April 2022. Clearly,",HONDA RingRoad,0
Excellent service. Got my brakes fixed.,Suzuki Mini Motors (Gulberg 3),1
"I'm disappointed with services. Last time I've a bad experience of unsatisfied services as the worker change oil without even showing me and this time other worker has damage air filter intentionally and I was seeing that. Just to sale the material disposal of good filter was not a good idea.
Sorry but that was true and I'll not visit this place anymore",Suzuki Sethi Motors (Town Morr),0
Always go there for my wagon r service. They mostly offer good packages and look into the problem correctly,Suzuki Mini Motors (Gulberg 3),1
Pathetic Service,Suzuki Raiwind Motors (Raiwind Rd),0
Worst customer service when it comes to suzuki service centers. Workers are untalented and ignorent along with management.,Suzuki Khalid Motors (Link Ferozpur),0
Very expensive.,HONDA Fort,0
"Very good services , especially staff is very cooperative and caring",Suzuki Khalid Motors (Link Ferozpur),1
"Nice Facility, Professional staff and Supportive Mechanics. It's a complete all in one facility.",Suzuki Mini Motors (Gulberg 3),1
"I?? new to town and went to this place for periodic maintenance of my car.. because of the pathetic and unprofessional attitude of their staff who receive cars in the service section, I immediately left and went to another Honda dealership..",HONDA Point,0
Not crowded place,HONDA Fort,1
Amazing Showroom Suzuki Motor's,Suzuki Raiwind Motors (Raiwind Rd),1
Parts not available,HONDA Gateway,0
All service available in Showroom,Suzuki Adil Zafar Motors,1
"Nice and Good Dealership of Suzuki cars in Lahore. 3 s dealership at lahore ferozpur road. Body paint, mechanical works. Parts sale and service. New cars sale. After sale service facility. Warranty claim center.",Suzuki Khalid Motors (Link Ferozpur),1
Gud and quick service.it was my first experience with suzuki sethi motore.the staff was vigilant and professional,Suzuki Sethi Motors (Town Morr),1
Very much good experience with them,HONDA Fort,1
Great Customer Service. Bought my all new GS150SE. 100% Satisfied?,Suzuki Khalid Motors (Link Ferozpur),1
Customer dealing is very poor zero empathy for clients. They won't reissue my delay delivery cheque after my father passed away been 4 months and still going... service center is over priced and not worth going they didn't satisfy me during inspection not recommended (i asked to check my new car is showing some electric errors the electrician put his hand on the fuse box and got the revelation that everything is fine)... not a fan of honda anymore... only person worth meeting is the manager,HONDA Gateway,0
Very Good Service and well trained staff.,Suzuki Adil Zafar Motors,1
Excellent staff service,HONDA Township,1
"Good place to service your Honda cars. They have all the services... repairs, service, spare parts, painting etc.",HONDA Point,1
"Good maintenance, service and repair facilities available. Also, new cars sold here.",HONDA Fort,1
No reply on facebook bad behaveoir,Suzuki Raiwind Motors (Raiwind Rd),0
Good service but at a high price.,HONDA Gateway,0
Masha'AllaH. Excellent Service & Cooperative Staff . Little bit expensive but excellent service .,Suzuki Mini Motors (Gulberg 3),1
You can buy full range of SUZUKI vehicles here. Selected range of cars and motor cycles are on the display. They are 5S agent of SUZUKI Pakistan. Very old and reliable showroom. Owners of this facility are very humble.,Suzuki Adil Zafar Motors,1
Amir manager of mechanical work is very competent and always wellcome.,Suzuki Khalid Motors (Link Ferozpur),1
Quality but over pricing,HONDA Fort,0
great place,HONDA Gateway,1
"Undoubtedly, Staff is very cooperative. And even the guy who serves has a very cool temperament. Car services are qualitative and highly satisfactory.",Suzuki Raiwind Motors (Raiwind Rd),1
Well organized the  Suzuki Motor Showroom and workshop by Khalid Motors.,Suzuki Khalid Motors (Link Ferozpur),1
Best experience,HONDA Township,1
Like always a satisfied customer. Salman guy here is really experienced and intelligent,HONDA Gateway,1
Good service except for denting & painting and insurance claim department,Suzuki Adil Zafar Motors,1
"Very bad experience
Untrained staff. No Knowledge about cars. Just focus on parts sale so be careful about",Suzuki Sethi Motors (Town Morr),0
Car-care products are very expensive. So please try not to buy car care products from here. Staff members are cool and most of them are helping.,Suzuki Sethi Motors (Town Morr),0
"Over Occupied with respect to services, No welcoming attitude by staff.
Better to visit some other 3s",Suzuki Sethi Motors (Town Morr),0
They deal with the sale and services of various brands of Suzuki cars. Courteous staff in good environment,Suzuki Sethi Motors (Town Morr),1
"I have experience in changing oil, plus I have to change the radiator cap and refil its coolant . services are good but they have very few employees thats why they done these thing in 2 hours",Suzuki Sethi Motors (Town Morr),1
Organized and good service center staff is professional part's and accessories prices are on higher side compared with others dealt in genuine part's,HONDA Point,1
Good service provider,HONDA Fort,1
They changed the oil of less price but charged in bill for expensive grade.. cheat..,Suzuki Raiwind Motors (Raiwind Rd),0
I visit here thay are provided good services,HONDA Fort,1
HITECH workshop,HONDA Gateway,1
"Denting and painting department of Khalid Motors is very Disappointed
Specially Mr.Zeshan head of painting department is very disappointing .
The boy junaid assistant of paint department is  also very disappointing .
Don't go there for paint & denting purpose.",Suzuki Khalid Motors (Link Ferozpur),0
"I had an issue with the car engine, which they couldn't resolve unfortunately.

Hello Sir, you asked for the date of visit and the car #. So here it is. Please respond so that I can explain. Thanks.
Date of visit 1-August 2022.
Car number: LEA 3261

20 Sep 22
There is no response from Honda gateway on my above issue.",HONDA Gateway,0
"Today I visited Suzuki Raiwand MotorsÃ and I am Thankful to Mian Shahid Sahib, Hashir sb, Arshad Sb, Shahid sb and the persons who washed my car Sajjad sb and Safeer sb all have done great job Jazak Allah...",Suzuki Raiwind Motors (Raiwind Rd),1
Absolutely nice experience all are sophisticated well mannered and skilled mechanics/ technicians,HONDA Point,1
Good cooperative and professional staff.,Suzuki Raiwind Motors (Raiwind Rd),1
"Well experienced staff and quality work, both at same place",HONDA Fort,1
Very busy work shop but good staff,Suzuki Khalid Motors (Link Ferozpur),0
Never expect a service from them. It's like someone gives you pathetic full of arrogance service and the charges you 2 times for that from market rate.,HONDA Point,0
One can buy all cars and motorcycles of Suzuki and after sale service here.,Suzuki Sethi Motors (Town Morr),1
"It has been a year since I moved to Honda Ring Road for the periodic maintenance of my cars. Since then, every visit has added to my customer service experience. Their continuous investment in quality assurance is evident in terms of",HONDA RingRoad,1
"Regarding auto workshop, services are good. Auto parts are also available at reasonable prices.",Suzuki Adil Zafar Motors,1
"Very bad ??
Lazy staff
At one time one mechanic working on 2 to 3 vehicles.
Need complete ?? day ??,https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png""",Suzuki Sethi Motors (Town Morr),0
"Poor diagnostic service.
Unprofessional approach
Normal repair takes several visits .
Change other parts instead of faulty ..might to make money ....if C is faulty....they change A then B and then C ...
Although tea and coffee is self service and unlimited",HONDA Township,0
Corporative staff ..had great experience here related to spare parts,HONDA Gateway,1
It took them 3 hours for removal and fitting of just a belt of Hustler.,Suzuki Raiwind Motors (Raiwind Rd),0
Poor management. Staff is unhelpful and non responsive. I suggest people to go for some other place preferably Khalid motors.,Suzuki Sethi Motors (Town Morr),0
Good service,HONDA RingRoad,1
Excellent after sales and services,HONDA Fort,1
"My first visit and Experience was good, staff was very friendly and helpful.",Suzuki Mini Motors (Gulberg 3),1
To expansive,HONDA Gateway,0
Got paint job for my suzuki alto  very high quality paintwork. Got car on time. Highly recommended!,Suzuki Raiwind Motors (Raiwind Rd),1
Very good service,HONDA Fort,1
Good experience...well trained technical staff.. services are good,Suzuki Mini Motors (Gulberg 3),1
Honda ring road is fraud. Plz dont buy any new car from here they are big blackmailer. Sales manager is no professional and involve in fraud. I booked my car from here. Didnt receive yet. I am going to complain about them.  Big thieves       I will post on social media about them.  Dont come here for any service.  Fraud management.,HONDA RingRoad,0
Recommended,HONDA Fort,1
Great showroom for suzuki cars. If you want a suzuki car this is the best place. You will find all the information through friendly staff and so many options available at the showroom.,Suzuki Khalid Motors (Link Ferozpur),1
All accessories are available. I was in search of touch-up paint for my car since 6 months. Searched in Isb also.. but here at sethi motors it is easily available,Suzuki Sethi Motors (Town Morr),1
"NICE SHOWROOM IN MY TOWN ...
A showroom is a large space used to display products for sale, such as?automobiles,?furniture,?appliances,?carpet?or?apparel. It is a?retail store?of a company in which products are on sale in a space created by their brand or company. A showroom can also be a space for wholesale buyers to view fashion merchandise for sale in their retail stores.
The world's most famous locations for a showroom, generally in the form of a?cluster",Suzuki Sethi Motors (Town Morr),1
"Honda Gateway is grate their workers and every thing
but there service was slow",HONDA Gateway,1
It's a good showroom but marketing staff is never in mood to show you around a car or offer a test drive.,Suzuki Khalid Motors (Link Ferozpur),0
Having very bad experience. No one going to listen you.for service etc..pathatic service,Suzuki Khalid Motors (Link Ferozpur),0
??I bought a car them good people ??,HONDA Point,1
Bad service,HONDA Fort,0
Very good services and friendly atmosphere,Suzuki Khalid Motors (Link Ferozpur),1
Prices of services were too High,HONDA Point,0
Very Expensive,HONDA Fort,0
Very bad experience i visited Honda township because i am facing RPM fluctuation in my Honda civic 8th generation and even my car is maintained by Honda township..the staff didn't check the issue of rpm fluctuation i am facing..they just check other things like suspension and give me estimate of their labor for suspension.. At least try to check and resolve the issues faced by customer in their vehicle rather than checking other things..,HONDA Township,0
Nice service to the customers...quick response,HONDA Gateway,1
It was first and a good experience. Work done was satisfactory. Staff behavior was good. Delivered on time.,Suzuki Sethi Motors (Town Morr),1
"Unprofessional staff, Miss commitments again again and again. Unprofessional Attitude.
I suggest no any body visit this show room due my experience is very poor for purchase honda city 1.5",HONDA Gateway,0
Best workshop than other suzuki shops,Suzuki Sethi Motors (Town Morr),1
Good service,Suzuki Khalid Motors (Link Ferozpur),1
Extremely disappointed with the services seems like they dont even want to talk with the customer.,Suzuki Sethi Motors (Town Morr),0
"Most of there contact numbers not responding, get there numbers from their Facebook page.",Suzuki Raiwind Motors (Raiwind Rd),0
Good very good services ? ? Â,HONDA Gateway,1
"Normal service. Salesman was not that courteous in his tone and showed little or no interest in making a prospective client.

The owners need to check on their services and such kind of employees which let them down.

Other showrooms contacted were more convincing and courteous.

The future is all about good service now and the owners need to open their eyes.",Suzuki Sethi Motors (Town Morr),1
Not good experience,Suzuki Raiwind Motors (Raiwind Rd),0
"Suzuki mini motors has sales department of suzuki cars.
There is also a car wash section as well and spare parts of all suzuki cars are available here.
Moreover there is also a big service shop.
They also have a paint workshop here
They are not only dealing in cars but also have sales, service and spare parts of motorcycle as well",Suzuki Mini Motors (Gulberg 3),1
Good service along with waiting area and free refreshments.,Suzuki Mini Motors (Gulberg 3),1
Suzuki car showroom.  They are offering good service to their customers but might be slightly expensive,Suzuki Sethi Motors (Town Morr),1
After sale service is poor. Staff treat us as we are in typical government office. Lack of ownership and rude behaviour. Sales staff is ok but after sales service is pathetic.,HONDA Point,0
"Hope they will give me delivery on time, feeling they are chagring me high own then other show rooms. (double)",Suzuki Sethi Motors (Town Morr),1
It Was Just  A Good Visit...,HONDA Township,1
A better place for solution of all problems regarding your  Honda car under single roof!,HONDA Gateway,1
Good one,Suzuki Raiwind Motors (Raiwind Rd),1
It was very warm and nice as the staff and the work was great,HONDA Gateway,1
Managerial Staff is extremely non professional. They only give you expensive solitions. Paint and body shop managerial staff is least concerned about making customers.,Suzuki Mini Motors (Gulberg 3),0
"Excellent car maintenance service. I was having mixture setting problem with my car, only Honda Fort was able to fix it and they didn't even charged me any fee.",HONDA Fort,1
staff behavior is good  and cooperative,HONDA Gateway,1
Great service. The place was spotlessly clean and the crew was very helpful. It's pretty far from where I luce but I don't mind the travel if the service is this good.,HONDA Township,1
"Experiend stÃ f here
Sab g excellent",Suzuki Khalid Motors (Link Ferozpur),0
Expert dry denting cars,Suzuki Sethi Motors (Town Morr),1
"I recently visited Suzuki Raiwind Motors. While the overall experience (in terms of environment and vehicle handling) was good, I felt the customer dealing  ",Suzuki Raiwind Motors (Raiwind Rd),1
"Its a Suzuki 3S facility, Staff is polite and well mannered. They are cooperative and experienced. Neat and clean environment.
Parts are bit expensive.",Suzuki Khalid Motors (Link Ferozpur),1
Services are poor in expensive price,Suzuki Raiwind Motors (Raiwind Rd),0
"HRR team is very knowledgeable, friendly and professional.
Along with good maintenance
will guide you through your dealÃÂ¢?ÃÂ¦and answer all your questions.",HONDA RingRoad,1
Good courteous staff.,HONDA Township,1
Good place for engine tuning only price of parts are more than double as compared to market.,Suzuki Adil Zafar Motors,1
"It's a nice place, staff is very cooperative.",Suzuki Adil Zafar Motors,1
"Very slow pathetic and expecting staff.  Pay them brubr nd get your work done at time. Otherwise they can take 2 days to change a tail light for you. ????
Very much unsatisfied. ??,https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png""",Suzuki Sethi Motors (Town Morr),0
I've always been satisfied with their service. My brother and I both own a Honda and have always gone here. Their bodywork guy/denter is amazing.,HONDA Point,1
Good experience,HONDA Township,1
Always a great experience.,Suzuki Sethi Motors (Town Morr),1
Nice staff. Best services,HONDA Fort,1
Excellent service. Helpful and friendly staff..no  hassle ..they make u feel how easy to buy a new car. . Keep it up.,Suzuki Adil Zafar Motors,1
"False commitments and ignorant attitude.

Car Dealerships have become a scam.

I booked a Car from Honda Township Motors Lahore in February, 2022. As per agreement, delivery was scheduled for November, 2022. Nearly a year has passed but. Rather than solving the problem, they ask for more money for another model which is more costly and a further delay in delivery.

1 year in waiting for the car and yet, all you get is excuses. Where do you go? What do you do? There is no one to question Honda Township Motors",HONDA Township,0
For purchase of new cars and after sale service.,Suzuki Adil Zafar Motors,1
"Great services, mechanic & technicians know exactly what they're doing.",Suzuki Mini Motors (Gulberg 3),1
Worse experience in life. They never respond to call a single time in day. Look at SS below. This is number they had given in booking message to contact about Car delivery. Car dispatch date is gone and thereÂs no delivery after 70 days of 100% Balance payment. Worse experience and IÂll go to court now.,HONDA Gateway,0
Very competent and courteous staff. I've gotten my car repaired twice from KM and it was super.,Suzuki Khalid Motors (Link Ferozpur),1
Good service so far. But a bit expensive,HONDA Township,1
"Service needs improvement. System was down, debit card payment option was out of order.. the job order guy was not satisfactory",Suzuki Khalid Motors (Link Ferozpur),0
Never book car with them. Worst experience ever.,HONDA Point,0
"Axha experience rha, 10 mint main kam krdia. Very experience and trained people are there.",Suzuki Khalid Motors (Link Ferozpur),1
Poor customer service. Management should training the staff how to satisfy the customers.,HONDA RingRoad,0
Their customer handling is very poor.  One has to track and follow again and again to get work done.  Maintenance staff is also very inexperienced.  Not recommended at all.,Suzuki Sethi Motors (Town Morr),0
Nice and cooperative staff with quick services..,HONDA Gateway,1
Staff supportive but they try to save company not consumer. Consumer or customer is not their priority,HONDA Gateway,0
"Staff is good and co-oprative
Customer services are also good",Suzuki Khalid Motors (Link Ferozpur),1
Lovely place,HONDA Fort,1
"The building is not air conditioned, customer service is nonexistent. Would recommend to anyone.",Suzuki Sethi Motors (Town Morr),0
Very good display and service,HONDA Township,1
Awsome servise,Suzuki Mini Motors (Gulberg 3),0
Professional and highly trained technician staff.,HONDA RingRoad,1
"A place with Great people Specially Mr Usman Bhatti Shab, very cooperative & an efficient person.",Suzuki Mini Motors (Gulberg 3),1
great service area. staff is very helpful.,HONDA Gateway,1
Fraud Honda Gateway. Ruin the name of Honda too,HONDA Gateway,0
Nice place for all matters about Suzuki cars,Suzuki Khalid Motors (Link Ferozpur),1
"Poor management and commting mis commitments.

Collecting money from general public for booking of oriel and are unable to give its delivery",HONDA Township,0
"I went to the Asia house today as well but my issue hasn't been resolved. Simply pathetic service overall all from your dealership and honda. Full payment made since August and no date of delivery yet and again and again subjected to price hikes. The management is not only misleading but is bloody rude!!!! There is no clear communication between teams and clients are stuck in thin air. I would never ever ever go through your dealership or advice anyone to do so, unless someone wants to open a can of worms!",HONDA Gateway,0
"Too much costly. Recently civic 2017 oil, and Air filter changed from honda and it will Cost 10kÃ°??Â¬ Ã¢?Â¦",HONDA Fort,0
Mr. Awan is a very cooperative person there.,HONDA Gateway,1
"False commitments and ignorant attitude.

Car Dealerships have become a scam.

I booked a Car from Honda Township Motors Lahore in February, 2022. As per agreement, delivery was scheduled for November, 2022. Nearly a year has passed but. Rather than solving the problem, they ask for more money for another model which is more costly and a further delay in delivery.

1 year in waiting for the car and yet, all you get is excuses. Where do you go? What do you do? There is no one to question Honda Township Motors",HONDA Township,0
Good sales staff and near to anyone living near multan road.,Suzuki Adil Zafar Motors,1
Big & beautiful showroom is situated in Multan road & service also so good,Suzuki Adil Zafar Motors,1
The services offered here are very good and the best part is that it is open on Sundays.,Suzuki Mini Motors (Gulberg 3),1
3rd Class Services,HONDA Gateway,0
"Good service, satisfied Mr.Main Umair sahib is a very cooperative person there.",HONDA Gateway,1
Good service,HONDA Gateway,1
Comparative staff good dealership in town strongly recommended for your car maintenance they have attractive maintenance packages 100/100,HONDA RingRoad,1
Normal services for car Repair,Suzuki Adil Zafar Motors,1
Great service,Suzuki Mini Motors (Gulberg 3),1
Good Service by Suzuki Khalid Motors,Suzuki Khalid Motors (Link Ferozpur),1
A leading care selling dealer of Paksuzuki motors having a humble staff of sales and services.Aftersale services are offered with good manner and upto rhe satisfaction.,Suzuki Sethi Motors (Town Morr),1
"Exquisite service and support! Labour costs are a little higher in comparison with other workshops. Besides, their staff are highly skilled and embraced with technical know-how. If you own a vehicle manufactured by Honda, then this would be the right place for regular maintenance.",HONDA Fort,1
They have all the services available at their place with parts and best & trained resources.,Suzuki Sethi Motors (Town Morr),1
"Customer care , service and work completion time all are average",Suzuki Khalid Motors (Link Ferozpur),1
"Good spot for honda cars for sales and required repairs.
However, they need to really work hard on customer services for the customers who want to get some repair work done there. Their service is not at par by any MEANS.....",HONDA Gateway,1
"Best Honda workshop, excellent mechanic and workforce",HONDA Township,1
"Good place for routine maintenance of your Suzuki car, experienced staff and cooperative management.",Suzuki Mini Motors (Gulberg 3),1
"Excellent service, friendly staff.",Suzuki Khalid Motors (Link Ferozpur),1
"Good place for small maintenance and repair but don't go for big tasks like engine build, compressor repair etc. It is a really busy place so expect a long waiting time.",Suzuki Sethi Motors (Town Morr),1
Good place for car service however  service charges are way too high.,Suzuki Sethi Motors (Town Morr),0
Better servicies,HONDA Fort,1
It's good professional staff & Quality services about your car ???. Â,HONDA Gateway,1
Worst experience with Honda bought new city and next day gives fault,HONDA Township,0
The staff was incredibly helpful during my recent visit. They were knowledgeable. I truly appreciated their level of service and it made my experience all the more enjoyable,HONDA Fort,1
Good for tuning only.,Suzuki Sethi Motors (Town Morr),1
Great service. I bought a car nearly 2 months ago and the staff was very good. I got a good response from them. Also they explained me everything clearly about the car's service. I am really impressed.,Suzuki Khalid Motors (Link Ferozpur),1
Very good service indeed.,HONDA Fort,1
Very good customer service.,HONDA Township,1
Their staff is Amazing!!,Suzuki Khalid Motors (Link Ferozpur),1
Very good after sales service. Humble staff. Will definitely come back.,Suzuki Sethi Motors (Town Morr),1
"Excellent service, workmanship and dealing is very decent and professional attitude.",Suzuki Mini Motors (Gulberg 3),1
"Very Good, customer oriented dealer",HONDA Fort,1
Staff is Good and expirience is good,HONDA Point,1
Best place to get Suzuki. Nice caring staff and very friendly... will discuss details and help you decide which car will be best for your needs,Suzuki Adil Zafar Motors,1
"Purchased two GS 150 SE from this showroom. The team is very cooperative, understanding and the Bikes were great. The showroom is really big and they sell both cars and bikes.",Suzuki Khalid Motors (Link Ferozpur),1
"Got a car from here, service was good. Staff is well trained. It's a bit off from the main city but due to that there is less chaos at this dealership. The workshop is also good.",HONDA RingRoad,1
Good service level,HONDA Point,1
Quality service,Suzuki Raiwind Motors (Raiwind Rd),1
